n,p,v,corpus
現代,に,見られる,ted
人生,から,満ちる,ted
活気,に,満ちる,ted
知識,を,する,ted
基,に,する,ted
関わり,を,押し殺す,ted
此処,で,考える,ted
辺り,で,終わる,ted
向こう側,に,到達したい,ted
私,が,出来る,ted
貴方,と,出来る,ted
何,が,出来る,ted
不安,を,抱える,ted
限界,を,知りたがる,ted
此処,に,いる,ted
達人,に,言いたい,ted
お礼,を,言いたい,ted
方,に,来る,ted
批判,を,する,ted
耳,に,する,ted
コンピューター,が,見逃す,ted
兆候,を,見逃す,ted
此れ,を,理解したい,ted
上流,に,住む,ted
彼女,に,会う,ted
私,に,話し掛ける,ted
物,に,なる,ted
こと,で,見つけられる,ted
世界,に,存在する,ted
テンプレート,を,作成する,ted
私,が,付き合う,ted
結果,に,なる,ted
思い遣り,から,上げる,ted
声,を,上げる,ted
世代,が,行動する,ted
暴力,を,阻止する,ted
モンテベロ,が,出す,ted
企画,に,出す,ted
ゴーサイン,を,出す,ted
家庭,で,出来上がる,ted
こと,が,分かる,ted
ナノボット,が,開発される,ted
授業,に,出る,ted
飛行機,を,描いてる,ted
一人,で,描いてる,ted
人生,に,ある,ted
チャンス,が,ある,ted
時,に,出る,ted
建築士,が,直面する,ted
相手,を,変える,ted
%,に,変える,ted
祖父母,に,なる,ted
自ら,が,置かれる,ted
自ら,が,置かれる,ted
状況,を,理解する,ted
バイオハザード,が,起こらない,ted
注意,を,払う,ted
ヨーガ,を,する,ted
ノルウェー,で,見る,ted
上,で,する,ted
目,に,する,ted
プラスチック,を,消費する,ted
物質,を,摂取する,ted
意見,に,傾ける,ted
耳,を,傾ける,ted
考え,が,変わる,ted
情報,を,見つけ出す,ted
車,を,所有する,ted
必要,が,ある,ted
資金,と,違う,ted
国内,で,ある,ted
兆候,が,ある,ted
症状,が,現れる,ted
病,に,なる,ted
中,で,する,ted
唸り声,が,する,ted
問題,に,対処する,ted
痙攣,を,起こさず,ted
こと,を,伝える,ted
外科医,が,残る,ted
中,に,残る,ted
術野,に,残る,ted
ガン,が,残る,ted
生活,を,送る,ted
解決策,を,する,ted
必要,と,する,ted
皆,が,支援する,ted
場所,に,戻る,ted
そこ,を,離れる,ted
選手,と,乗る,ted
一緒,に,乗る,ted
シャトルバス,に,乗る,ted
此れ,を,繰り返す,ted
韻律,を,使う,ted
疎通,を,図る,ted
食糧,を,持ち込む,ted
力,で,誕生する,ted
手,を,乾かす,ted
タオル,を,使う,ted
スミス,が,ご紹介する,ted
テクニック,を,ご紹介する,ted
視線,を,追う,ted
人,が,見る,ted
頭,に,思い浮かべる,ted
手,を,握る,ted
グループ,に,使う,ted
グループ,に,出す,ted
キット,が,作れない,ted
課題,を,出す,ted
此処,で,実演する,ted
私達,が,いる,ted
木,に,落ちる,ted
雷,が,落ちる,ted
貴方,が,する,ted
注文,を,する,ted
貴方,が,食べる,ted
何,を,食べる,ted
何,が,提供される,ted
気,に,かける,ted
設置,を,要請する,ted
プロトタイプ,を,共有出来る,ted
状況,を,保つ,ted
会議,で,出される,ted
アイデア,が,出される,ted
音楽,を,発展させる,ted
方向,に,発展させる,ted
調査,を,する,ted
恐れ,で,動く,ted
世界,を,導く,ted
そこ,で,提案する,ted
間仕切り,を,作る,ted
間,に,提案する,ted
障害物,を,スキャンする,ted
前後,から,近付く,ted
道路,に,飛び出す,ted
年間,に,起こる,ted
シーン,が,ある,ted
寄せ集め,で,作る,ted
此処,に,いる,ted
方,に,お話頂く,ted
ステパニアン,が,移送される,ted
cmu,に,移送される,ted
本当,に,作用する,ted
濃度,を,増大させる,ted
こと,を,遣る,ted
感情,が,用いられる,ted
教育,と,言う,ted
学校,に,行く,ted
ハネムーン,から,帰る,ted
ビデオ,が,なる,ted
評判,に,なる,ted
挑戦,に,立ち向かう,ted
人類,を,待ち構える,ted
挑戦,に,立ち向かう,ted
行動,に,ある,ted
此処,で,果たす,ted
独立,を,果たす,ted
女性,が,報道される,ted
女性,が,報道される,ted
性,に,貢献する,ted
真空,に,する,ted
外,から,回す,ted
空気,を,吸い出す,ted
真空,に,する,ted
風車,を,回す,ted
風車,が,回らない,ted
こと,を,発見する,ted
記憶,を,呼び起こす,ted
足,に,与えてる,ted
刺激,を,与えてる,ted
スタート地点,に,ある,ted
代,に,知られる,ted
非営利団体,から,委託される,ted
作品,を,作る,ted
実体,が,ある,ted
其れ,で,納得し　,ted
モバイル端末,を,使う,ted
写真,を,撮る,ted
位置,を,測量する,ted
部隊,に,送る,ted
兵,を,排除させる,ted
大きさ,を,表す,ted
数,が,変化する,ted
とも,に,変化する,ted
生物学,を,ご紹介する,ted
会社,が,費やす,ted
研究,に,費やす,ted
お金,を,費やす,ted
作り方,を,発見する,ted
目標,を,掲げる,ted
装着,を,了承する,ted
補助金,を,支払う,ted
人面,を,する,ted
問題,に,還元出来る,ted
確信,が,ある,ted
ショー,に,出演する,ted
CD,が,売れる,ted
彼,を,リクルートする,ted
一方,で,表される,ted
人々,が,抱く,ted
憎しみ,を,持つ,ted
感情,が,表される,ted
飛行機,へ,行く,ted
彼,が,する,ted
掛かり,で,する,ted
何,を,する,ted
数,を,教える,ted
前,から,紹介する,ted
面,を,紹介する,ted
人々,が,語る,ted
勝利,を,語る,ted
世界,を,統治する,ted
話題,を,取り上げる,ted
此れ,を,始める,ted
理由,から,お話す,ted
虐殺,を,感じられない,ted
条約,を,破棄する,ted
様,に,お聞きしたい,ted
統計,を,感じる,ted
ペルセポネー,を,誘拐する,ted
条件,に,決める,ted
結婚,を,決める,ted
私,が,入る,ted
気,に,入る,ted
順序,を,入れ替える,ted
全部,を,ソート出来る,ted
鍵,と,なる,ted
境界,を,検出する,ted
状態,を,把握する,ted
データ,を,表示する,ted
ニック,が,遣る,ted
子供達,に,与える,ted
環境,を,与える,ted
事,を,行う,ted
世界,に,存在する,ted
障害,に,苦しむ,ted
製品,に,する,ted
必要,が,ある,ted
横,から,見る,ted
方向,に,広がる,ted
私,が,聞く,ted
車,に,掲げる,ted
看板,を,掲げる,ted
枚,で,乗せる,ted
傷,が,ある,ted
髪,に,隠れる,ted
所,に,ある,ted
君,が,生まれる,ted
体,が,出来上がる,ted
さん,に,知る,ted
ロンドン,に,行く,ted
此処,で,出る,ted
パラシュート,が,出る,ted
心,から,安心する,ted
後,で,出る,ted
音楽,を,聞き終わる,ted
話題,に,移る,ted
私,を,見上げる,ted
アパート,を,借りる,ted
別荘,を,借りる,ted
此処,から,なる,ted
話,が,なる,ted
後,に,タイプする,ted
意味,を,知りたい,ted
言葉,を,タイプする,ted
胸,が,なる,ted
根,を,下ろす,ted
新米,が,なる,ted
居場所,が,なる,ted
男,が,下ろす,ted
根,を,下ろす,ted
時,が,来る,ted
ブーツ,を,履く,ted
川,へ,向かう,ted
何,が,おこる,ted
遺伝子,を,組み込む,ted
こと,で,する,ted
原虫,が,生きられない,ted
体内,で,生きられない,ted
世界,で,議論される,ted
パーセント,が,感染する,ted
原因,で,感染する,ted
パーセント,が,感染する,ted
手,から,感染する,ted
ダイソン,が,なる,ted
後,に,なる,ted
足掛かり,と,なる,ted
夢,を,する,ted
物,に,する,ted
うち,に,見落とす,ted
人間,を,含める,ted
生物,が,持ち得る,ted
有り様,を,見落とす,ted
人間,が,割り当てる,ted
毎,に,割り当てる,ted
役割,を,破る,ted
レベル,で,立てる,ted
役,に,立てる,ted
運動,を,続ける,ted
年,で,学ぶ,ted
こと,を,学ぶ,ted
方法,が,変える,ted
見方,を,変える,ted
私達,が,生きる,ted
マスメディア,が,描く,ted
正当性,を,証明出来る,ted
衝突事故,を,調べる,ted
差異,が,ある,ted
用語,を,使う,ted
技術,に,当てる,ted
焦点,を,当てる,ted
性質,に,注目する,ted
一人,が,会わない,ted
話,を,する,ted
ノキア,が,発表する,ted
方針,を,発表する,ted
紛争,と,関与しない,ted
製造,を,求める,ted
請願書,が,出る,ted
砂,が,なる,ted
雲,と,なる,ted
彫刻,を,取り巻く,ted
時,を,超越する,ted
美,が,紡がれる,ted
好奇心,に,満ちる,ted
達,が,訪れる,ted
場,に,塗り重ねる,ted
色,を,塗り重ねる,ted
部屋,を,出る,ted
列挙,が,終わらない,ted
興味,を,持つ,ted
科学,を,志す,ted
友達,が,する,ted
前,に,する,ted
予言,を,する,ted
崖,が,訪れる,ted
等,を,見る,ted
子供,を,授かる,ted
瓦礫,を,探る,ted
ごみ,を,食らう,ted
建物,に,関わる,ted
子供,が,いる,ted
関係,が,ある,ted
年,で,発達する,ted
団体,に,戻す,ted
話,を,戻す,ted
osha,が,間違う,ted
単語,を,繋げる,ted
銀河,が,ある,ted
銀河,が,ある,ted
人,が,拍手する,ted
歴史,を,ねつ造する,ted
シャー,が,いる,ted
中心,に,いる,ted
歴史,を,標榜する,ted
印章,を,記す,ted
測量,が,終わる,ted
場所,で,発見する,ted
洞窟,を,発見する,ted
夏,に,なる,ted
彼,が,発表する,ted
歳,で,発表する,ted
タイトル,を,つける,ted
箇国,で,輝く,ted
位,に,輝く,ted
位,に,入る,ted
朝,に,なる,ted
日光,が,降り注ぐ,ted
虫眼鏡,に,降り注ぐ,ted
虫眼鏡,が,集める,ted
熱,を,集める,ted
グラス,に,集める,ted
父,が,建てる,ted
私達,が,住む,ted
トイレ,を,建てる,ted
研究,を,行く,ted
大学,で,行く,ted
恐れ,を,却下する,ted
名前,を,書き捲る,ted
町中,を,する,ted
キャンバス,に,する,ted
そこ,で,見る,ted
生物,で,満ちる,ted
科学,を,遣る,ted
面,を,語らない,ted
人,が,なる,ted
犠牲,に,なる,ted
次,に,お見せする,ted
最初,から,支援する,ted
エルサレム,に,ある,ted
調査,で,見たい,ted
書類,を,見たい,ted
互い,が,関連する,ted
答え,を,見出す,ted
ニックネーム,を,つけられる,ted
本当,に,見えるみたい,ted
車,が,見えるみたい,ted
ネット,で,買う,ted
新品,を,買う,ted
目的,で,開発される,ted
道,を,誤る,ted
平和,を,導く,ted
破滅,に,導く,ted
脅威,を,生み出す,ted
アプローチ,を,紹介する,ted
化,を,説く,ted
農場,が,隔離される,ted
人目,から,隔離される,ted
農業,が,促進される,ted
問題点,を,主張する,ted
クーデター,を,目撃する,ted
女性,に,起こる,ted
何,が,起こる,ted
男性,に,起こる,ted
何,が,起こる,ted
名前,を,間違わない,ted
流行,が,起きる,ted
世界中,で,死ぬ,ted
人,が,死ぬ,ted
年,に,ある,ted
山,が,ある,ted
問題,に,取り組む,ted
こと,に,取り組む,ted
私,が,取り組む,ted
チャンネル,を,録音し始める,ted
花粉,に,ある,ted
物語,が,ある,ted
ウェブ,が,なる,ted
物,に,なる,ted
デザイン,を,工夫する,ted
こと,で,減らす,ted
騒音,を,減らす,ted
こと,を,発見する,ted
お金,が,掛かる,ted
パスタ,が,ある,ted
文字,で,表現する,ted
都市,で,行われる,ted
値札,を,つける,ted
バージョン,が,ある,ted
家,を,作る,ted
生態系,が,出来上がる,ted
海鞘,と,呼ばれる,ted
もと,に,向上させる,ted
此れ,を,送る,ted
kiva,に,出来る,ted
結晶,から,出来る,ted
上層,から,流れ落ちる,ted
結晶,が,する,ted
毎,に,異なる,ted
風向き,で,下げる,ted
ブラシ,で,こすられる,ted
食べ物,を,感知する,ted
食べ物,を,移動させる,ted
要素,を,混ぜる,ted
必要,が,ある,ted
叔母,を,会わせる,ted
此れ,から,お見せする,ted
耳,が,聞こえない,ted
ビデオ,を,お見せする,ted
さん,に,お見せする,ted
ソプラノソロ,を,勝ち取る,ted
銃,を,使用する,ted
600000000000,に,なる,ted
人,が,登場する,ted
代,に,設計される,ted
キロバイト,と,言う,ted
場所,に,ある,ted
匂い,が,ある,ted
匂い,が,ある,ted
さん,を,捜し当てる,ted
嗅覚,に,任せる,ted
サブストーリー,を,引き出す,ted
機能,を,お見せする,ted
送電,に,頼る,ted
資本,を,再構築出来る,ted
彼,と,約束する,ted
私,が,教わる,ted
貴方,から,教わる,ted
演奏,を,録音する,ted
月,に,録音する,ted
知識,が,知る,ted
若者,に,渡す,ted
携帯,を,渡す,ted
日本語,を,取る,ted
論文,と,される,ted
本,を,捧げる,ted
私,に,捧げる,ted
手紙,が,宛てられる,ted
マルクス,に,宛てられる,ted
此れ,が,なる,ted
引き金,と,なる,ted
市場,を,支配する,ted
こと,を,理解する,ted
タイル,が,ある,ted
歳,が,遣り遂げる,ted
性別,を,問わず,ted
こと,を,遣り遂げる,ted
情報,が,投稿される,ted
料理,に,使う,ted
火,を,使う,ted
自体,を,する,ted
外惑星,に,ある,ted
ガス,を,見付ける,ted
人,を,騙す,ted
大金,を,払わせる,ted
達,を,取り囲む,ted
結果,が,出る,ted
互い,に,議論する,ted
社会,を,形成し始める,ted
誰,が,する,ted
相手,を,する,ted
人,を,失う,ted
私達,が,到達したい,ted
子供,が,下ろす,ted
ズボン,を,下ろす,ted
検査,を,する,ted
達,が,作る,ted
センサー,を,作る,ted
此れ,で,測定出来る,ted
力,を,測定出来る,ted
此れ,を,使う,ted
服,を,プリントする,ted
言葉,が,編み込まれる,ted
権利,を,行使する,ted
常,に,従う,ted
秩序,に,従う,ted
必要,が,ある,ted
制約,を,受ける,ted
名,から,頂きたい,ted
此処,で,自問する,ted
私達,が,自問する,ted
誰,が,担う,ted
中心,に,いる,ted
言葉,が,発せられる,ted
靴,が,浮かぶ,ted
脳内,に,浮かぶ,ted
体験,から,学ぶ,ted
耳,を,澄ます,ted
こと,が,分かる,ted
そこ,に,住む,ted
生物,が,出す,ted
音,で,評価する,ted
健康状態,を,評価する,ted
終わり,に,開始する,ted
録音,を,開始する,ted
手法,が,限られる,ted
種,を,収録する,ted
音,を,録音する,ted
機器,を,使う,ted
大富豪,に,売りたい,ted
航空券,を,売りたい,ted
円,で,売りたい,ted
ヨーロッパ,から,ある,ted
何,を,する,ted
気,が,付く,ted
時代,に,変わる,ted
何,が,変わる,ted
方法,で,決められる,ted
価値,を,決められる,ted
方法,で,作る,ted
貨幣,を,作る,ted
方法,を,お話しする,ted
つ,と,気付く,ted
旅路,で,見付ける,ted
人,が,いる,ted
そこ,で,作る,ted
ウシヒディ,が,作る,ted
達,が,不足する,ted
至る所,で,見られる,ted
身体,に,なる,ted
身,に,なる,ted
生活,を,する,ted
尿道,を,作る,ted
工程,と,似る,ted
活躍,が,見られる,ted
何,と,言う,ted
絵本,を,発明する,ted
インド,が,進む,ted
道,を,進む,ted
根,を,伸ばす,ted
地中,に,伸ばす,ted
深い,から,摂取する,ted
水分,を,送り込む,ted
中,に,送り込む,ted
目,が,開ける,ted
ストア,を,のぞく,ted
試験管,に,吐き出す,ted
鍔,を,吐き出す,ted
マーカー,を,調べ,ted
進行,を,遅らせる,ted
病気,に,掛かる,ted
可能性,が,ある,ted
予防,を,行う,ted
子供,が,遊ぶ,ted
時,に,する,ted
何,を,する,ted
自分,に,ある,ted
影響力,が,ある,ted
自分,に,ある,ted
影響力,が,ある,ted
尿,を,作り出す,ted
毎,に,起きる,ted
生き物,に,付ける,ted
GPS,を,する,ted
首輪,に,する,ted
共,に,移動する,ted
限界,を,克服する,ted
こと,に,匹敵する,ted
訳,が,ある,ted
方,に,起因する,ted
戦争,が,長引く,ted
魅力,に,とりつかれる,ted
私,を,知る,ted
物,に,魅せられる,ted
私,を,知る,ted
物,に,魅せられる,ted
為,に,戦う,ted
歴史,に,刻まれる,ted
そこ,で,書く,ted
一人一人,に,書く,ted
手紙,を,書く,ted
悲しみ,から,立ち直る,ted
理事会,が,ある,ted
体,に,沿う,ted
本,を,買う,ted
御負け,で,付く,ted
印刷機,が,付く,ted
ボタン,を,押す,ted
ラジオ,に,変わる,ted
メカニズム,が,ある,ted
要求,に,呼応する,ted
話,を,する,ted
魅力,が,ある,ted
交通事故,に,奪われる,ted
目,を,奪われる,ted
方,が,秘められる,ted
意思,に,秘められる,ted
倍,に,相当する,ted
時,に,起こる,ted
物,を,作る,ted
こと,に,ある,ted
興味,が,ある,ted
私,が,する,ted
さん,に,する,ted
自分,が,行動する,ted
学説,を,推し進める,ted
我々,が,考える,ted
命題,を,検証したい,ted
一部,に,なる,ted
教育,を,受けられる,ted
考え,を,発展させる,ted
無機物,に,吹き込む,ted
命,を,吹き込む,ted
使用,を,押さえる,ted
窓,を,開ける,ted
何,と,引っ掛かる,ted
テーブルクロス,が,引っ掛かる,ted
アンテナ,を,包む,ted
構想,を,共有したい,ted
さん,と,共有したい,ted
手,に,する,ted
運動,が,曲げられる,ted
太陽,に,曲げられる,ted
周り,に,捉えられる,ted
月,が,捉えられる,ted
周り,に,捉えられる,ted
貴方,が,する,ted
私達,が,する,ted
我々,を,陥れる,ted
淵,に,立たせる,ted
スパイラル,に,陥れる,ted
私,が,恐れる,ted
行為,が,起きる,ted
私達,が,反応する,ted
震え,に,苦しむ,ted
人,に,上る,ted
早期発見,に,繋がる,ted
電話,を,使う,ted
精度,で,診断出来る,ted
病,を,診断出来る,ted
筋,を,使う,ted
常,に,脈打つ,ted
常,に,動かす,ted
筋肉,を,動かす,ted
年,と,なる,ted
部門,で,ある,ted
効果,が,ある,ted
子供,が,減る,ted
私,に,言わせる,ted
自分,が,老いる,ted
人間,を,見る,ted
糞,を,集める,ted
原理,を,解明,ted
携帯,が,利用される,ted
情報,を,生み出す,ted
資金,を,集める,ted
費用,を,まかなわない,ted
建物,を,爆破する,ted
子供達,を,銃殺する,ted
世界,が,Google検索する,ted
彼,を,Google検索する,ted
学界,を,見習う,ted
逆回転,で,戻る,ted
卵,が,戻る,ted
元,に,戻る,ted
大きさ,を,見る,ted
活動,が,続く,ted
ギガトン,に,なる,ted
我々,が,入隊する,ted
我々,が,代表する,ted
国,を,愛する,ted
準備,が,出来る,ted
写真,が,出来る,ted
空,へ,延びる,ted
つ,が,表す,ted
要求,を,表す,ted
ヒーロー,に,なる,ted
問題,が,生じる,ted
前,に,辞める,ted
職,を,辞める,ted
海,を,渡る,ted
ボート,で,渡る,ted
横断,を,果たす,ted
目,を,漕ぎ始める,ted
こと,を,する,ted
両方,を,お聞き下さる,ted
講演,で,お聞き下さる,ted
応答,を,拒否する,ted
なし,に,知る,ted
本人,が,知る,ted
インターネット,で,公開される,ted
資金,が,出る,ted
答え,が,返る,ted
催し,が,行われる,ted
問題,と,なる,ted
欠片,が,溶け込む,ted
文化,に,溶け込む,ted
遣り方,を,展開する,ted
外,に,展開する,ted
私,が,言う,ted
効果,が,現れる,ted
話,と,なる,ted
シーン,を,出す,ted
引き合い,に,出す,ted
其れ,で,設立される,ted
ジャイパーフット,が,設立される,ted
此れ,から,なる,ted
物,を,売る,ted
行動,が,関連付けられる,ted
価値,を,持つ,ted
人間関係,から,もたらされる,ted
産業,と,関連付けられる,ted
要約,を,頼む,ted
手抜き,を,する,ted
人,が,現れる,ted
友人,に,相談する,ted
必要,が,ある,ted
こと,を,学ぶ,ted
資金,を,集める,ted
予算,を,作成する,ted
等,が,再定義する,ted
意味,を,拡大する,ted
こと,を,始められる,ted
条例,に,書かれる,ted
アース,で,見る,ted
世界,が,ある,ted
外,に,出る,ted
生き物,を,する,ted
目,に,する,ted
恩恵,に,あずかる,ted
火星,に,いる,ted
こと,を,学ぶ,ted
物,に,する,ted
物,に,する,ted
テレビ,で,出る,ted
賞,を,囲む,ted
其れ,を,回避する,ted
そこ,で,死ぬ,ted
人,を,使う,ted
私,が,行く,ted
共,に,行く,ted
影響,を,研究する,ted
穴,を,掘る,ted
井戸,を,作る,ted
其れ,が,繋がる,ted
コスト,で,繋がる,ted
情報,を,送受信する,ted
お金,を,かけず,ted
イギリス,に,ある,ted
人,が,ツイートする,ted
此処,で,直感出来る,ted
此処,で,お見せする,ted
ブラジル,に,ある,ted
%,が,破壊される,ted
核融合,に,掛かる,ted
炉,を,考案する,ted
会社,を,立ち上げる,ted
核融合,が,来る,ted
所,に,来る,ted
こと,を,語る,ted
データ,を,使う,ted
こと,を,遣る,ted
911,が,表す,ted
其れ,を,表す,ted
911,に,電話する,ted
オペレーター,に,繋がる,ted
911,に,電話する,ted
分,で,来る,ted
警察,が,来る,ted
新製品,が,ある,ted
中,で,話す,ted
実際,に,話す,ted
例,を,上げる,ted
脳,が,なる,ted
回路,を,作る,ted
回路,で,リレーする,ted
情報,を,リレーする,ted
部,を,通る,ted
制御,を,復元する,ted
部,を,通る,ted
制御,を,復元する,ted
壁,に,貼られる,ted
病,に,掛かる,ted
私達,が,共有する,ted
語,で,言う,ted
価値,を,高めない,ted
環境,が,整う,ted
モラル,に,反する,ted
只中,に,いる,ted
考え,を,巡らす,ted
物,を,作る,ted
健康,を,越える,ted
不安,が,ある,ted
此れ,が,与える,ted
体験,を,与える,ted
テクノロジー,を,統合する,ted
紙,に,印刷する,ted
インク,を,印刷する,ted
基板,を,乗せる,ted
体験,を,させる,ted
ビデオ,を,組み込む,ted
リアルタイム,で,分かる,ted
状況,が,分かる,ted
セット,を,披露する,ted
ステージ,で,披露する,ted
此処,で,お話す,ted
サーベイ,で,問われる,ted
問題,が,ある,ted
インド,で,調査する,ted
達,に,調査する,ted
下痢,に,なる,ted
女性,に,求められる,ted
こと,を,する,ted
間,に,出来る,ted
気,が,散る,ted
方法,を,紹介する,ted
水,を,作る,ted
家族,で,する,ted
年寄り,が,転倒する,ted
風呂場,で,転倒する,ted
怪我,を,負う,ted
態勢,に,入る,ted
今,から,演奏する,ted
新曲,を,演奏する,ted
内,に,上がる,ted
大学,へ,進学する,ted
家,を,出る,ted
学校,に,通う,ted
こと,を,知る,ted
知識,を,使う,ted
貴方,を,手助けする,ted
お金,を,使わせる,ted
倍,に,なる,ted
日,を,思い出す,ted
川遊び,を,する,ted
エンド,に,行く,ted
茶,を,飲む,ted
間,に,消える,ted
値,に,戻る,ted
人生,で,感じる,ted
人生,を,切り開く,ted
工場,で,製造する,ted
洗剤,を,製造する,ted
年代,に,書かれる,ted
パターン,を,持つ,ted
言葉,が,続く,ted
経験,を,する,ted
末,に,恵まれる,ted
市長,に,恵まれる,ted
備品,を,着用する,ted
床,に,寝転ぶ,ted
テント,が,吹き飛ばされない,ted
此れ,に,利く,ted
理性,に,基づく,ted
25,を,加える,ted
問題,を,見付ける,ted
資産,に,与える,ted
影響,を,与える,ted
自分,に,似る,ted
方,を,好む,ted
経験,を,持つ,ted
人,を,探す,ted
等,と,関わり合う,ted
方法,を,見出だす,ted
こと,を,意味する,ted
染色体,に,記される,ted
プロジェクト,で,してる,ted
方向,が,なる,ted
南,に,なる,ted
後方,に,向かう,ted
上,で,ある,ted
南,に,ある,ted
南極点,に,至る,ted
ネットワーク,で,結ばれる,ted
場所,で,共有する,ted
喜び,を,共有する,ted
互い,に,結ばれる,ted
話題,を,持つ,ted
こと,で,する,ted
関係,を,する,ted
モントリオール,に,いる,ted
間,に,生まれる,ted
日,で,見付かる,ted
マリオ,に,見付かる,ted
脳卒中,が,見付かる,ted
自由,が,利かない,ted
疑問,に,取り組み始める,ted
人生,を,送る,ted
状況,を,転換させる,ted
胸,を,打つ,ted
影響,を,与える,ted
証拠,が,ある,ted
方法論,を,持つ,ted
証拠,が,ある,ted
スピード,で,移動出来る,ted
対応,と,する,ted
為,に,取る,ted
同士,で,情報共有する,ted
トレーナー,を,巻く,ted
腰,に,巻く,ted
結合,が,ある,ted
アルコール,が,つく,ted
後ろ,に,つく,ted
戦い,と,なる,ted
恐れ,を,使う,ted
関心,を,引く,ted
私達,が,直面する,ted
葛藤,に,直面する,ted
一途,を,辿る,ted
状況,を,説明する,ted
統計,を,用いる,ted
成長,を,促進する,ted
影,を,描く,ted
タイビー,が,遣る,ted
パパ,を,抱っこする,ted
箱,を,眺める,ted
%,と,思われる,ted
私,が,する,ted
ライブ,を,する,ted
時,に,使う,ted
運動,を,する,ted
題材,と,する,ted
質問,から,始める,ted
学校,から,帰る,ted
パーティー,で,感心する,ted
人,に,感心する,ted
一人,で,行く,ted
番組,を,遣る,ted
チーム,で,行う,ted
時,に,する,ted
懸念,を,する,ted
人,で,押し掛ける,ted
中,に,入る,ted
マーセル,が,言う,ted
視点,を,持つ,ted
鬱,を,患う,ted
こと,を,行う,ted
マート,で,売られる,ted
全て,に,行う,ted
本当,に,実現できない,ted
年,と,待たない,ted
目,に,する,ted
見出し,を,紹介する,ted
写真,を,公開する,ted
著書,に,乗せる,ted
写真,を,見る,ted
写真,を,見せる,ted
時,に,スキャンする,ted
脳,を,スキャンする,ted
課題,を,挟む,ted
子供,が,もてる,ted
前川,で,狩る,ted
獲物,を,狩る,ted
チーム,が,発見する,ted
砂漠,で,埋まる,ted
崖,に,埋まる,ted
可能性,が,ある,ted
次第,に,なる,ted
プリンター,を,持ち込む,ted
家,に,持ち込む,ted
振る舞い,が,見られる,ted
細菌,から,守る,ted
身,を,守る,ted
必要,が,ある,ted
%,に,当たる,ted
人,が,現す,ted
姿,を,現す,ted
火,を,消し止める,ted
組織,と,似る,ted
膜,を,使う,ted
プロトセル,を,作る,ted
声,を,張り上げる,ted
必要,が,ある,ted
皆,が,出来る,ted
こと,を,出来る,ted
物,を,作る,ted
勝者,が,来る,ted
間際,に,来る,ted
表情,が,変わる,ted
其れ,を,やらない,ted
腕,を,伸ばす,ted
鳥,から,得る,ted
ヒント,を,得る,ted
土地,を,開拓したい,ted
こと,に,長ける,ted
植物,から,得る,ted
アイデア,を,得る,ted
事例,を,与える,ted
グループ,に,与える,ted
増加,に,繋がる,ted
関係,が,ある,ted
ジェニファー,を,喜ばせる,ted
サリー,を,持つ,ted
世界中,を,巡る,ted
勢い,で,押される,ted
背中,を,押される,ted
人間,に,なる,ted
感じ,が,する,ted
仮説,を,立てる,ted
影響力,を,持つ,ted
全て,を,捧げる,ted
政治,に,捧げる,ted
柔軟性,を,表す,ted
数カ所,から,取る,ted
検体,を,取る,ted
室,へ,送る,ted
必要,が,ある,ted
物,を,知り得る,ted
話,を,含む,ted
物語,を,通す,ted
心,を,探る,ted
気,に,なる,ted
此処,に,ある,ted
声紋,が,ある,ted
私,が,見上げる,ted
私達,が,いる,ted
戦場,に,いる,ted
後,で,分かる,ted
街,で,始める,ted
仕事,を,始める,ted
人々,に,説得する,ted
人々,に,走らせる,ted
言葉,が,ある,ted
こと,を,恐れる,ted
為,に,失う,ted
発展,を,齎す,ted
化,を,齎す,ted
世界中,に,広がる,ted
人,が,惹かれる,ted
子犬,に,惹かれる,ted
理由,が,ある,ted
本,を,書く,ted
話,が,離れない,ted
頭,から,離れない,ted
理解,が,間違う,ted
問題解決,に,集中する,ted
食事,で,主張する,ted
領域,で,取り組む,ted
等,に,取り組む,ted
力,を,使う,ted
燃料,を,得る,ted
つ,に,分ける,ted
娼婦,に,なる,ted
戦争,が,終わる,ted
創造性,を,育む,ted
周囲,に,形成する,ted
境界,を,形成する,ted
周り,を,囲まれる,ted
分子,で,囲まれる,ted
体,を,形成する,ted
ニューヨーク,に,ある,ted
救助,に,当たる,ted
ボランティア,を,見る,ted
実,を,言う,ted
元,へ,戻る,ted
希望,を,失う,ted
子供,を,救う,ted
元,へ,戻る,ted
希望,を,失う,ted
子供,を,救う,ted
子,が,なる,ted
子,を,抱き締める,ted
度,と,抱き締める,ted
希望,を,失う,ted
母親,が,伝う,ted
頬,を,伝う,ted
頬,を,伝う,ted
意識,を,説明する,ted
こと,を,する,ted
物,に,する,ted
母,を,尋ねる,ted
オプラ,が,持つ,ted
私,が,参加する,ted
lhc,を,使う,ted
実験,に,参加する,ted
稼働,を,始める,ted
此れ,に,取り組む,ted
装置,に,かける,ted
生涯,を,かける,ted
人生,に,与える,ted
スタート,を,与える,ted
何,が,出来る,ted
人,が,持つ,ted
責任感,を,持つ,ted
子供達,に,差し伸べる,ted
手,を,差し伸べる,ted
経験,を,交える,ted
口調,で,語る,ted
人,を,搬送する,ted
施設,に,搬送する,ted
状態,が,起きる,ted
人々,で,触発される,ted
終わり,が,近付く,ted
無料,に,近付く,ted
